City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,smithers,54.7804,-127.1743,291.33,45,20,4.63,CA,1720031521
285,borogontsy,62.6683,131.1683,287.38,65,1,4.42,RU,1720031522
286,port alfred,-33.5906,26.891,288.73,69,61,5.67,ZA,1720031524
287,arraial do cabo,-22.9661,-42.0278,299.13,61,0,3.09,BR,1720031525
288,maintirano,-18.0667,44.0167,296.12,60,0,2.62,MG,1720031527
289,vernon,50.2581,-119.2691,297.55,39,0,1.54,CA,1720031358
290,vennesla,58.2694,7.9741,286.83,69,75,6.17,NO,1720031530
291,dakhla,23.6848,-15.958,293.16,83,8,8.75,EH,1720031531
292,queenstown,-31.8976,26.8753,283.89,30,11,4.91,ZA,1720031413
293,protaras,35.0125,34.0583,300.37,84,0,2.24,CY,1720031534
294,bathsheba,13.2167,-59.5167,301.49,83,20,10.29,BB,1720031535
295,castillos,-34.1667,-53.8333,283.25,65,100,3.64,UY,1720031537
296,perigueux,45.1833,0.7167,294.69,58,97,0.45,FR,1720031538
297,gejiu,23.306,103.1635,288.41,97,100,1.86,CN,1720031540
298,maksatikha,57.797,35.8825,289.46,88,55,2.34,RU,1720031541
299,saint-denis,48.9167,2.3333,293.58,55,100,6.69,FR,1720031543
300,sitka,57.0531,-135.33,286.09,82,75,2.57,US,1720031544
301,dmitrovsk-orlovskiy,52.505,35.1464,295.29,78,100,4.27,RU,1720031545
302,taoudenni,22.6783,-3.9836,315.25,5,0,4.76,ML,1720031547
303,boca do acre,-8.7522,-67.3978,308.69,31,0,0.38,BR,1720031548
304,yuzhno-sakhalinsk,46.9581,142.7337,288.94,82,100,3.0,RU,1720031550
305,lluta,-16.0147,-72.0142,287.56,25,3,4.36,PE,1720031551
306,yuza,39.0,139.9167,295.78,97,100,5.13,JP,1720031552
307,arrifes,37.7667,-25.7,294.29,68,75,5.14,PT,1720031555
308,usogorsk,63.4106,48.6872,292.89,92,21,3.21,RU,1720031557
309,namibe,-15.1961,12.1522,290.7,81,71,3.61,AO,1720031558
310,alamosa,37.4695,-105.87,299.14,29,20,2.06,US,1720031560
311,luderitz,-26.6481,15.1594,286.8,79,1,5.09,,1720031561
312,erenhot,43.6475,111.9767,295.47,30,100,1.37,CN,1720031562
313,ta`u,-14.2336,-169.5144,300.42,80,9,11.16,AS,1720031564
314,san julian,21.0167,-102.1667,297.53,43,96,3.48,MX,1720031566
315,tazovsky,67.4667,78.7,286.54,57,100,8.2,RU,1720031531
316,caleta olivia,-46.4393,-67.5281,278.98,48,61,17.46,AR,1720031393
317,sebastopol,44.6,33.5333,297.59,56,48,2.26,UA,1720031570
318,kayangel,8.0823,134.7173,302.0,73,100,4.3,PW,1720031571
319,gunjur,13.2019,-16.7339,304.19,62,40,3.6,GM,1720031574
320,jayapura,-2.5333,140.7,296.81,93,82,1.95,ID,1720031576
321,ciudad sabinas hidalgo,26.5,-100.1667,308.27,38,0,4.37,MX,1720031467
322,walvis bay,-22.9575,14.5053,287.68,77,0,1.03,,1720031578
323,mala bilozerka,47.2474,34.9346,297.08,30,14,3.43,UA,1720031580
324,baotou,40.6522,109.8222,295.75,48,0,1.64,CN,1720031581
325,nova sintra,14.8667,-24.7167,298.64,86,99,7.68,CV,1720031583
326,nuku'alofa,-21.1333,-175.2,296.34,100,20,1.54,TO,1720031584
327,praia da vitoria,38.7333,-27.0667,296.29,64,40,3.53,PT,1720031585
328,island harbour,50.724,-1.2758,292.21,80,99,4.47,GB,1720031588
329,nadym,65.5333,72.5167,287.67,82,100,5.55,RU,1720031590
330,puerto madryn,-42.7692,-65.0385,282.01,45,29,11.73,AR,1720031386
331,dudinka,69.4058,86.1778,287.28,56,100,7.08,RU,1720031593
332,aldinga beach,-35.2793,138.4604,283.96,76,12,4.91,AU,1720031594
333,mount isa,-20.7333,139.5,282.02,53,0,4.12,AU,1720031595
334,acarau,-2.8856,-40.12,301.59,73,24,5.81,BR,1720031597
335,geraldton,-28.7667,114.6,283.38,71,0,3.6,AU,1720031598
336,mount gambier,-37.8333,140.7667,276.46,92,1,2.24,AU,1720031600
337,ribeira brava,32.65,-17.0667,297.43,80,4,3.03,PT,1720031601
338,new norfolk,-42.7826,147.0587,278.87,97,7,1.13,AU,1720031603
339,francistown,-21.17,27.5079,290.72,25,4,3.35,BW,1720031604
340,chinde,26.8418,88.0763,293.24,94,100,1.71,NP,1720031605
341,taroa,8.7058,171.2275,301.34,81,98,8.37,MH,1720031607
342,taro,-8.3862,115.28,295.15,100,99,0.76,ID,1720031608
343,boguchany,58.3814,97.4531,294.07,67,100,2.93,RU,1720031532
344,newman,37.3138,-121.0208,306.34,7,0,2.13,US,1720031611
345,jianshui,23.6363,102.8264,293.22,98,100,1.75,CN,1720031612
346,saint-joseph,-21.3667,55.6167,292.36,83,55,6.61,RE,1720031614
347,karaton,-6.3424,106.1045,296.18,97,90,0.75,ID,1720031615
348,urengoy,65.9667,78.3667,289.04,49,100,6.0,RU,1720031617
349,afaahiti,-17.75,-149.2833,298.08,79,33,9.8,PF,1720031618
350,coquimbo,-29.9533,-71.3436,293.14,50,0,5.14,CL,1720031620
351,manokwari,-0.8667,134.0833,298.48,78,43,1.74,ID,1720031621
352,guaratuba,-25.8828,-48.5747,305.4,64,83,1.72,BR,1720031568
353,ponta delgada,37.7333,-25.6667,295.55,68,75,5.14,PT,1720031624
354,paradip garh,20.3167,86.6167,301.07,85,100,4.73,IN,1720031625
355,challakere,14.3167,76.65,297.63,74,70,8.13,IN,1720031627
356,fraserburgh,57.6874,-2.0184,287.83,83,100,9.12,GB,1720031628
357,sangamner,19.5667,74.2167,298.85,80,100,4.12,IN,1720031629
358,luanco,43.6152,-5.7934,294.52,75,0,2.24,ES,1720031631
359,kenmore,47.7573,-122.244,294.45,67,0,0.89,US,1720031632
360,portage la prairie,49.9728,-98.2926,295.43,59,75,3.6,CA,1720031634
361,rongelap,11.1635,166.8941,301.53,70,74,7.84,MH,1720031635
362,vila franca do campo,37.7167,-25.4333,295.38,80,97,2.47,PT,1720031637
363,north bend,43.4065,-124.2243,297.74,67,0,8.23,US,1720031638
364,shanwei,22.782,115.3475,301.32,86,18,3.38,CN,1720031639
365,nouadhibou,20.931,-17.0347,297.14,64,0,8.23,MR,1720031641
366,avarua,-21.2078,-159.775,297.18,83,75,5.14,CK,1720031642
367,tarumovka,44.0761,46.5361,295.08,62,6,5.49,RU,1720031644
368,nasarawa,8.5294,7.7242,297.01,94,77,3.42,NG,1720031645
369,conception bay south,47.4999,-52.9981,290.4,83,100,3.0,CA,1720031582
370,uturoa,-16.7333,-151.4333,299.18,71,23,10.6,PF,1720031648
371,hammerfest,70.6634,23.6821,281.4,100,75,1.54,NO,1720031649
372,saint-philippe,-21.3585,55.7679,292.92,86,87,6.45,RE,1720031651
373,kosh-agach,50.0,88.6667,282.14,78,99,2.08,RU,1720031652
374,sumbawa besar,-8.5,117.4333,294.91,93,98,1.92,ID,1720031654
375,jaru,-10.4389,-62.4664,308.31,26,5,1.44,BR,1720031655
376,ust'-kut,56.7938,105.7672,290.43,97,64,1.5,RU,1720031656
377,black point,-34.6187,137.8972,284.08,69,100,6.01,AU,1720031658
378,kamina,-8.7386,24.9906,292.07,37,9,1.98,CD,1720031659
379,tejen,37.3834,60.5054,302.66,15,0,2.67,TM,1720031661
380,boende,-0.2167,20.8667,299.69,60,74,0.6,CD,1720031662
381,gimcheon,36.1218,128.1198,296.77,100,0,1.03,KR,1720031664
382,aktau,43.65,51.2,301.47,38,39,3.68,KZ,1720031665
383,yeppoon,-23.1333,150.7333,289.96,79,100,7.52,AU,1720031667
384,whitehorse,60.7161,-135.0538,286.93,81,100,1.54,CA,1720031614
385,mahina,-17.5065,-149.489,300.02,61,20,1.54,PF,1720031669
386,hell-ville,-13.4,48.2667,298.52,72,14,0.97,MG,1720031671
387,bismarck,46.8083,-100.7837,297.95,54,20,6.69,US,1720031672
388,bel ombre,-4.6167,55.4167,300.06,83,75,8.23,SC,1720031674
389,mandera,3.9366,41.867,301.59,53,5,7.43,KE,1720031675
390,al jumum,21.6169,39.6981,306.79,27,100,2.36,SA,1720031677
391,timbuktu,16.7735,-3.0074,304.2,48,81,7.39,ML,1720031678
392,banamba,13.55,-7.45,305.37,45,100,7.34,ML,1720031679
393,kalabo,-14.97,22.6814,290.63,25,0,1.89,ZM,1720031682
394,tokar,18.4254,37.729,308.77,37,82,5.93,SD,1720031685
395,puerto baquerizo moreno,-0.9,-89.6,298.7,89,40,2.57,EC,1720031407
396,novyy urgal,51.0736,132.5642,290.01,78,0,0.75,RU,1720031688
397,as sulayyil,20.4607,45.5779,308.29,9,16,5.36,SA,1720031689
398,shelby,35.2001,-89.8668,309.34,56,75,2.57,US,1720031691
399,tucuma,-0.1833,-50.05,300.62,81,39,4.37,BR,1720031692
400,zapolyarnyy,69.4154,30.8136,279.75,91,100,3.87,RU,1720031694
401,mercedes,-34.6515,-59.4307,285.9,40,100,3.06,AR,1720031695
402,jacobina,-11.1806,-40.5183,301.02,38,17,4.05,BR,1720031697
403,jaleshwar,26.6471,85.8008,301.27,83,100,7.17,NP,1720031698
404,grado,43.388,-6.0743,294.08,77,0,2.06,ES,1720031700
405,coahuayana de hidalgo,18.7,-103.6583,301.03,72,90,0.74,MX,1720031701
406,chibougamau,49.9168,-74.3659,288.94,94,100,6.17,CA,1720031702
407,agbor,6.2518,6.1934,295.59,99,100,2.24,NG,1720031705
408,timmins,48.4669,-81.3331,294.05,73,100,4.12,CA,1720031453
409,greenville,35.6127,-77.3663,304.89,41,0,2.06,US,1720031656
410,palmer,42.1584,-72.3287,302.32,39,75,5.14,US,1720031710
411,kavieng,-2.5744,150.7967,299.57,80,100,2.82,PG,1720031711
412,rio verde de mato grosso,-18.9181,-54.8442,306.02,18,0,2.18,BR,1720031713
413,santa ana,33.7456,-117.8678,305.74,64,20,3.09,US,1720031415
414,oamaru,-45.0784,170.9801,275.03,81,8,2.59,NZ,1720031716
415,itamaraca,-7.7478,-34.8256,301.18,71,33,5.33,BR,1720031717
416,mombasa,-4.0547,39.6636,296.38,83,20,2.57,KE,1720031719
417,san,13.3034,-4.8956,296.27,92,100,2.97,ML,1720031720
418,lerwick,60.1545,-1.1494,284.15,98,100,7.96,GB,1720031721
419,ocean shores,46.9737,-124.1563,289.24,80,100,2.57,US,1720031723
420,xiva,41.3783,60.3639,296.14,19,0,4.79,UZ,1720031724
421,kirakira,-10.4544,161.9205,298.73,83,64,5.18,SB,1720031726
422,funafuti,-8.5243,179.1942,302.15,89,75,7.2,TV,1720031727
423,barra da estiva,-13.6261,-41.3269,296.46,41,4,4.68,BR,1720031729
424,cide,41.8921,33.0044,296.53,69,100,2.45,TR,1720031730
425,kaka,37.3482,59.6143,301.75,16,7,2.4,TM,1720031731
426,kill devil hills,36.0307,-75.676,300.36,58,75,4.12,US,1720031733
427,argamasilla de calatrava,38.7384,-4.015,307.79,24,0,2.18,ES,1720031734
428,xanthi,41.1414,24.8836,299.71,77,24,3.09,GR,1720031736
429,umm kaddadah,13.6017,26.6876,310.74,17,99,1.32,SD,1720031737
430,wanxian,30.8039,108.3897,297.75,99,100,0.62,CN,1720031738
431,atafu village,-8.5421,-172.5159,301.98,77,32,10.01,TK,1720031740
432,bridlington,54.0831,-0.1919,290.11,84,87,5.95,GB,1720031741
433,letlhakane,-21.4167,25.5833,290.49,32,0,1.41,BW,1720031743
434,lauro de freitas,-12.8944,-38.3272,300.16,69,40,5.14,BR,1720031669
435,sagaing,21.8787,95.9797,300.62,71,100,6.66,MM,1720031745
436,codajas,-3.8367,-62.0569,304.13,60,97,1.23,BR,1720031748
437,saldanha,-33.0117,17.9442,286.18,78,0,4.48,ZA,1720031750
438,kalachinsk,55.0529,74.5751,288.23,97,49,5.24,RU,1720031751
439,omdurman,15.6445,32.4777,306.42,42,82,12.92,SD,1720031753
440,las lomitas,-24.7096,-60.593,305.71,28,0,5.01,AR,1720031754
441,itajobi,-21.3181,-49.0544,303.5,22,0,3.53,BR,1720031756
442,gamba,-2.65,10.0,294.46,90,100,2.74,GA,1720031757
443,kathmandu,27.7167,85.3167,296.27,100,75,1.03,NP,1720031502
444,sarnia,42.9787,-82.4041,301.45,69,100,5.66,CA,1720031637
445,mossel bay,-34.1831,22.146,285.11,76,96,7.69,ZA,1720031761
446,megion,61.0296,76.1136,284.16,77,0,2.2,RU,1720031764
447,floro,61.5996,5.0328,287.19,72,75,3.09,NO,1720031767
448,caconda,-13.7333,15.0667,289.73,26,10,0.81,AO,1720031768
449,fort st. john,56.2499,-120.8529,286.09,94,100,4.12,CA,1720031770
450,amos,48.5669,-78.1162,290.99,90,100,5.18,CA,1720031569
451,zhanga buqtyrma,49.6295,83.5248,284.89,89,81,1.57,KZ,1720031772
452,san luis de la loma,17.2706,-100.8939,302.22,69,100,2.41,MX,1720031774
453,assab,13.0092,42.7394,305.08,73,100,5.36,ER,1720031775
454,sokoni,-6.4333,39.55,298.79,79,57,7.2,TZ,1720031777
455,osan,37.1522,127.0706,297.09,94,75,2.57,KR,1720031778
456,fomboni,-12.28,43.7425,298.59,69,5,4.77,KM,1720031780
457,punta del este,-34.9667,-54.95,283.21,79,75,6.17,UY,1720031782
458,sao felix do xingu,-6.6447,-51.995,309.2,26,63,1.97,BR,1720031784
459,basoko,1.2391,23.616,298.94,67,51,1.42,CD,1720031785
460,howard springs,-12.497,131.047,295.1,64,0,4.33,AU,1720031787
461,north haven,41.3909,-72.8595,302.11,51,0,5.14,US,1720031788
462,brookings,44.3114,-96.7984,299.31,53,0,4.63,US,1720031637
463,chagoda,59.164,35.3285,289.03,81,37,2.64,RU,1720031791
464,wulingyuan,29.3494,110.5441,294.21,99,100,1.02,CN,1720031792
465,taltal,-25.4,-70.4833,288.03,80,52,2.26,CL,1720031794
466,bezerros,-8.2333,-35.7969,295.24,72,30,6.12,BR,1720031798
467,isiro,2.7739,27.616,294.97,79,44,0.6,CD,1720031800
468,darhan,49.4867,105.9228,295.14,50,80,2.19,MN,1720031801
469,isla mujeres,21.2311,-86.731,305.18,72,2,4.09,MX,1720031804
470,hithadhoo,-0.6,73.0833,301.96,76,14,2.48,MV,1720031805
471,tarawa,1.419,172.984,299.2,89,100,3.09,KI,1720031807
472,georgetown,5.4112,100.3354,300.9,79,20,0.0,MY,1720031689
473,oranjemund,-28.55,16.4333,287.65,82,88,0.98,,1720031810
474,kalmunai,7.4167,81.8167,300.34,81,100,4.63,LK,1720031811
475,bamboo flat,11.7,92.7167,299.2,94,75,2.57,IN,1720031812
476,magadan,59.5667,150.8,285.93,80,16,1.33,RU,1720031814
477,al jaradiyah,16.5795,42.9124,307.87,60,45,1.11,SA,1720031815
478,tadine,-21.55,167.8833,295.25,80,99,1.69,NC,1720031817
479,esfarayen,37.0765,57.5101,295.96,30,5,2.73,IR,1720031818
480,nahiyat al fuhud,30.9697,46.7228,310.41,15,0,5.14,IQ,1720031820
481,toliara,-23.35,43.6667,293.41,74,0,3.48,MG,1720031822
482,ancud,-41.8697,-73.8203,279.99,64,90,8.07,CL,1720031826
483,novyy urengoy,66.0833,76.6333,289.37,51,100,6.8,RU,1720031827
484,gubat,12.9206,124.1231,300.77,83,100,2.54,PH,1720031829
485,dawson creek,55.7666,-120.2362,285.95,88,100,5.14,CA,1720031610
486,shahrak,34.1074,64.3052,291.93,28,0,1.35,AF,1720031833
487,mazatlan,23.2167,-106.4167,303.13,70,20,3.6,MX,1720031586
488,gazojak,41.1875,61.4036,303.47,18,98,5.76,TM,1720031836
489,quellon,-43.1167,-73.6167,278.65,72,90,7.44,CL,1720031837
490,quincy,42.2529,-71.0023,303.8,38,0,4.63,US,1720031551
491,lagoa,39.05,-27.9833,293.39,74,6,5.58,PT,1720031840
492,ulverstone,-41.15,146.1667,277.35,76,0,2.94,AU,1720031713
493,yunyang,33.4474,112.7142,295.42,96,100,0.5,CN,1720031843
494,itoman,26.1247,127.6694,302.16,89,20,2.57,JP,1720031845
495,demba,-5.51,22.2667,297.12,32,93,1.44,CD,1720031846
496,humaita,-7.5061,-63.0208,310.09,25,33,1.55,BR,1720031847
497,fuling,29.7022,107.3919,298.02,96,89,0.22,CN,1720031849
498,togur,58.3631,82.8265,286.28,92,100,2.48,RU,1720031850
499,doka,13.5167,35.7667,295.56,83,93,2.45,SD,1720031852
500,igarka,67.4667,86.5833,283.9,64,55,3.77,RU,1720031853
501,cova figueira,14.8905,-24.2934,293.46,83,60,2.56,CV,1720031855
502,hobyo,5.3505,48.5268,298.51,82,16,12.59,SO,1720031856
503,acapulco de juarez,16.8634,-99.8901,305.05,62,75,3.6,MX,1720031644
504,fukuecho,32.6881,128.8419,298.01,95,7,5.47,JP,1720031859
505,los yebenes,39.5816,-3.8706,302.57,23,6,3.37,ES,1720031860
506,devonport,-41.1667,146.35,277.16,81,0,3.24,AU,1720031862
507,brak,27.5496,14.2714,308.92,18,4,4.07,LY,1720031863
508,roxborough park,39.4739,-105.0853,303.9,33,9,0.45,US,1720031865
509,altai,46.3722,96.2583,284.17,69,25,2.34,MN,1720031866
510,owen sound,44.5672,-80.9435,296.11,93,100,2.24,CA,1720031867
511,awjilah,29.1081,21.2869,303.3,35,0,7.13,LY,1720031869
512,talcahuano,-36.7167,-73.1167,283.97,62,20,4.12,CL,1720031670
513,guasdualito,7.2424,-70.7324,304.13,100,40,2.06,VE,1720031872
514,kodinsk,58.6881,99.1844,292.7,71,100,2.46,RU,1720031873
515,zanjan,36.6736,48.4787,295.98,40,20,7.2,IR,1720031875
516,basotu,-4.3667,35.0833,291.49,57,67,2.9,TZ,1720031876
517,arkalyk,50.2486,66.9114,289.21,71,0,3.58,KZ,1720031878
518,kutum,14.2,24.6667,301.77,37,100,3.54,SD,1720031879
519,adrar,20.5022,-10.0711,314.63,6,91,5.31,MR,1720031881
520,tofol,5.3248,163.0078,300.87,81,100,5.02,FM,1720031882
521,whakatane,-37.9585,176.9854,276.21,97,0,0.89,NZ,1720031883
522,kupang,-10.1667,123.5833,300.47,78,5,3.09,ID,1720031885
523,padang,-0.9492,100.3543,299.18,89,87,1.45,ID,1720031886
524,vila velha,-20.3297,-40.2925,302.02,99,20,5.66,BR,1720031640
525,yulinshi,38.2906,109.7494,294.52,60,8,5.37,CN,1720031889
526,ghat,24.9647,10.1728,309.28,7,85,2.4,LY,1720031891
527,inonu,37.3167,33.7667,298.03,40,0,3.23,TR,1720031892
528,juan griego,11.0817,-63.9655,293.22,100,45,2.57,VE,1720031893
529,pico truncado,-46.7949,-67.9573,276.27,56,7,14.66,AR,1720031895
530,coxim,-18.5067,-54.76,308.37,16,0,2.44,BR,1720031896
531,copiapo,-27.3667,-70.3333,300.61,24,45,3.25,CL,1720031813
532,gaigeturi,33.4644,126.3183,297.18,94,73,1.54,KR,1720031899
533,bestobe,52.4994,73.0975,288.89,86,100,5.06,KZ,1720031900
534,richards bay,-28.783,32.0377,296.45,41,0,5.03,ZA,1720031902
535,hirara,24.8,125.2833,301.07,94,20,1.54,JP,1720031903
536,stony plain,53.5334,-114.0021,290.0,77,75,5.66,CA,1720031905
537,camalu,30.85,-116.0667,301.29,71,18,3.63,MX,1720031906
538,nantucket,41.2835,-70.0995,299.34,56,0,5.66,US,1720031776
539,garhwa,24.1833,83.8167,300.44,80,100,3.26,IN,1720031911
540,akrehamn,59.2667,5.1833,287.71,67,40,4.12,NO,1720031912
541,murun-kuren,49.6342,100.1625,289.79,85,100,0.96,MN,1720031913
542,spassk,52.747,87.7545,286.19,97,96,0.95,RU,1720031915
543,grenaa,56.4158,10.8783,289.79,74,100,3.19,DK,1720031916
544,bardai,11.65,7.2333,299.72,66,66,2.16,NG,1720031918
545,chechat,24.7667,75.8833,301.0,82,100,6.18,IN,1720031919
546,tobelo,1.7284,128.0095,299.27,83,100,1.82,ID,1720031727
547,yazd,31.8972,54.3675,310.21,12,40,5.14,IR,1720031922
548,ulaangom,49.9811,92.0667,288.59,75,100,2.05,MN,1720031924
549,plastun,44.7561,136.2939,289.59,75,100,0.52,RU,1720031925
550,carauari,-4.8828,-66.8958,305.77,48,94,0.64,BR,1720031926
551,mar del plata,-38.0023,-57.5575,283.76,70,75,2.57,AR,1720031500
552,puerto real,36.5282,-6.1901,307.22,54,0,4.12,ES,1720031929
553,dunay,42.8803,132.3375,289.07,93,96,2.88,RU,1720031931
554,tamandare,-8.7597,-35.1047,298.63,77,49,5.03,BR,1720031932
555,mata-utu,-13.2816,-176.1745,301.35,79,17,10.41,WF,1720031934
556,brisas de zicatela,15.8369,-97.0419,303.44,74,75,0.0,MX,1720031935
557,extrema,-22.8547,-46.3183,297.1,36,0,2.04,BR,1720031937
558,pisco,-13.7,-76.2167,290.18,82,100,3.09,PE,1720031641
559,'alaqahdari dishu,30.4374,63.313,309.91,12,0,3.21,AF,1720031941
560,zhezqazghan,47.7833,67.7667,295.47,53,75,3.0,KZ,1720031942
561,vilyuysk,63.7553,121.6247,281.63,72,2,2.33,RU,1720031944
562,bougaa,36.3329,5.0884,299.14,45,17,3.21,DZ,1720031945
563,puerto aysen,-45.4,-72.7,275.76,95,100,2.89,CL,1720031913
564,marka,1.7159,44.7717,298.7,79,100,8.38,SO,1720031948
565,braganca,-1.0536,-46.7656,301.78,68,100,2.57,BR,1720031950
566,holualoa,19.6228,-155.9522,297.35,78,40,0.0,US,1720031777
567,piriapolis,-34.8682,-55.2744,283.24,78,75,6.17,UY,1720031952
568,zakynthos,37.7914,20.8953,298.77,69,20,4.12,GR,1720031954
